Campus,StudyField,Branch,Role,EduLevel,ProgLang,Databases,Platform,WebFramework,Industry,AISearch,AITool,Employment
Pretoria Campus,CS,I am a developer by profession,Engineering manager,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Unknown,Unknown,Unknown,Healthcare,Unknown,GitHub Copilot;Synk Code;Whispr AI,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Firebase;Heroku;Netlify,React,Financial Services,ChatGPT,Synk Code,"Employed, full-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Java,Elasticsearch,OpenShift,Spring Boot,Other,Unknown,AWS CodeWhisperer;GitHub Copilot;Mintlify,"Employed, part-time"
Tyger Valley Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Unknown,React,Advertising Services,Unknown,AWS CodeWhisperer;GitHub Copilot;Whispr AI,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Digital Ocean;Firebase;Render,Vue.js,Higher Education,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify,"Independent contractor, freelancer, or self-employed"
Tyger Valley Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Google Cloud;Heroku;Microsoft Azure;VMware,Angular,Financial Services,Bing AI;ChatGPT;Google Bard AI,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed"
Tyger Valley Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,SQL,Amazon Web Services (AWS);Digital Ocean;Heroku;Netlify;Vercel,Angular,Advertising Services,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Mintlify,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,SQL,Unknown,React,"Information Services, IT, Software Development, or other Technology",ChatGPT,AWS CodeWhisperer;GitHub Copilot,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, back-end",Some college/university study without earning a degree,JavaScript,SQL,Amazon Web Services (AWS);Cloudflare,React,Financial Services,ChatGPT,Codeium;Tabnine,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Microsoft Azure,Angular,Insurance,Unknown,GitHub Copilot;Mintlify;Tabnine,"Employed, full-time"
Durban Campus,DS,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, QA or test","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,MariaDB,Unknown,Laravel,"Information Services, IT, Software Development, or other Technology",Bing AI;ChatGPT;WolframAlpha,GitHub Copilot;Tabnine;Whispr AI,"Student, full-time;Employed, part-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, embedded applications or devices","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Unknown,Microsoft Azure,Unknown,Healthcare,Bing AI;ChatGPT;WolframAlpha,AWS CodeWhisperer;Mintlify,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Unknown,Vue.js,"Manufacturing, Transportation, or Supply Chain",ChatGPT,GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Midrand Campus,DS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,Dynamodb;Elasticsearch;Firebase Realtime Database;MongoDB,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Heroku;IBM Cloud Or Watson,Flask,"Information Services, IT, Software Development, or other Technology",ChatGPT,GitHub Copilot,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, mobile","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Firebase;Microsoft Azure,React,Other,Unknown,AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Unknown,Express;Node.js;Spring Boot;Svelte,Higher Education,Unknown,AWS CodeWhisperer;Tabnine,"Employed, full-time;Student, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Unknown,Netlify,React,Financial Services,Unknown,Codeium;GitHub Copilot,"Employed, full-time"
Tyger Valley Campus,Information Technology,I am a developer by profession,"Developer, front-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,Cloud Firestore,Cloudflare;Firebase;Vercel,Angular,Higher Education,ChatGPT;Phind,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Employed, full-time"
Nelson Mandela Bay Campus,CS,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Digital Ocean,Vue.js,Financial Services,ChatGPT,Adrenaline;Synk Code;Whispr AI,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Cosmos DB,Microsoft Azure,Angular,Other,Bing AI;ChatGPT,Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Unknown,Unknown,React,Legal Services,ChatGPT,AWS CodeWhisperer;Synk Code;Whispr AI,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Heroku,Spring Boot,Legal Services,Unknown,GitHub Copilot;Synk Code,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Firebase;Google Cloud;Vercel,Vue.js,Insurance,Unknown,Synk Code;Tabnine,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Microsoft Azure,Angular,"Manufacturing, Transportation, or Supply Chain",Unknown,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Engineer, data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,SQL,OpenShift;OVH,Flask,Wholesale,Unknown,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Digital Ocean,Ruby on Rails,Wholesale,ChatGPT,AWS CodeWhisperer,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Firebase;Google Cloud,Angular,Healthcare,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Unknown,Unknown,Angular,Financial Services,Bing AI;ChatGPT;Phind,AWS CodeWhisperer;Codeium;GitHub Copilot;Synk Code;Tabnine,"Independent contractor, freelancer, or self-employed"
Nelson Mandela Bay Campus,DS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,SQL,Amazon Web Services (AWS);Digital Ocean,React,"Information Services, IT, Software Development, or other Technology",ChatGPT,Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,Student,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,SQL,Firebase;Netlify,React,Retail and Consumer Services,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed;Student, full-time"
Midrand Campus,DS,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,SQL,Amazon Web Services (AWS),React,Oil & Gas,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,Database administrator,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,SQL,Amazon Web Services (AWS),Unknown,Financial Services,Unknown,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Midrand Campus,DS,I am a developer by profession,Data scientist or machine learning specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",SQL,SQL,Amazon Web Services (AWS);VMware,ASP.NET;Spring Boot,Wholesale,ChatGPT;Google Bard AI,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,JavaScript,SQL,Microsoft Azure,ASP.NET;ASP.NET CORE;Blazor;jQuery,Healthcare,ChatGPT,Rubber Duck.AI;Synk Code,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, back-end","Associate degree (A.A., A.S., etc.)",Python,SQL,Microsoft Azure,ASP.NET CORE,Advertising Services,Unknown,Whispr AI,"Employed, full-time"
Tyger Valley Campus,Information Technology,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS),CodeIgniter;jQuery;Laravel;Node.js,Oil & Gas,ChatGPT,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,DevOps specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS),Unknown,Oil & Gas,ChatGPT,AWS CodeWhisperer;Synk Code;Whispr AI,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Pretoria Campus,DS,I am a developer by profession,Other (please specify):,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,SQL,Amazon Web Services (AWS),Django;FastAPI,Oil & Gas,ChatGPT,Codeium;Synk Code;Whispr AI,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,SQL,Amazon Web Services (AWS),Unknown,Legal Services,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Unknown,Vue.js,"Manufacturing, Transportation, or Supply Chain",Unknown,Adrenaline;Mintlify,"Employed, full-time"
Midrand Campus,DS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Firebase;Heroku,React,Other,ChatGPT,GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
Nelson Mandela Bay Campus,CS,I am a developer by profession,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,SQL,OVH;Vercel,React,"Information Services, IT, Software Development, or other Technology",ChatGPT,Adrenaline;GitHub Copilot;Synk Code,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,Security professional,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,SQL,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Microsoft Azure,Express;Node.js,Insurance,Bing AI;ChatGPT;WolframAlpha,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Tyger Valley Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Google Cloud,Vue.js,Healthcare,ChatGPT,GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Oracle;Redis,Amazon Web Services (AWS),React,Financial Services,ChatGPT,Replit Ghostwriter;Tabnine,"Employed, full-time"
Tyger Valley Campus,DS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Unknown,Unknown,Express;Node.js,Financial Services,ChatGPT,Adrenaline;Tabnine,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,Data scientist or machine learning specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",SQL,SQL,Microsoft Azure,Unknown,Retail and Consumer Services,ChatGPT,Adrenaline;Codeium;GitHub Copilot,"Employed, full-time"
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,JavaScript,SQL,Unknown,React,Wholesale,ChatGPT;WolframAlpha,AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Employed, full-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,SQL,Microsoft Azure,ASP.NET CORE;jQuery,Legal Services,Unknown,Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Pretoria Campus,CS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,MongoDB;Redis,Amazon Web Services (AWS);Cloudflare;Digital Ocean,React,Retail and Consumer Services,Bing AI;ChatGPT,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Employed, full-time;Student, full-time"
Midrand Campus,CS,I am a developer by profession,"Developer, front-end",Some college/university study without earning a degree,JavaScript,SQL,Amazon Web Services (AWS),React,Legal Services,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Tabnine;Whispr AI,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Senior Executive (C-Suite, VP, etc.)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS),React,"Information Services, IT, Software Development, or other Technology",ChatGPT,Codeium;GitHub Copilot;Synk Code,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, full-stack",Primary/elementary school,JavaScript,SQL,Cloudflare;Firebase;Google Cloud,Angular,Healthcare,Unknown,Adrenaline;GitHub Copilot;Synk Code,"Employed, full-time"
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,"Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Unknown,Amazon Web Services (AWS);Vercel,React,Healthcare,Unknown,GitHub Copilot;Synk Code;Whispr AI,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,Research & Development role,"Associate degree (A.A., A.S., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Heroku,React,Insurance,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,"Independent contractor, freelancer, or self-employed"
Midrand Campus,DS,I am a developer by profession,DevOps specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Unknown,Microsoft Azure,Unknown,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Codeium,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Durban Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,MongoDB,Amazon Web Services (AWS),Flask,Legal Services,ChatGPT;Phind,Replit Ghostwriter;Tabnine,"Employed, full-time"
Tyger Valley Campus,Information Technology,I am a developer by profession,"Developer, back-end",Some college/university study without earning a degree,C#,SQL,Microsoft Azure,ASP.NET;ASP.NET CORE;jQuery,Financial Services,ChatGPT,Adrenaline;GitHub Copilot,"Independent contractor, freelancer, or self-employed"
Midrand Campus,CS,I am a developer by profession,Data scientist or machine learning specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,SQL,Heroku,Flask,Higher Education,ChatGPT,Codeium;Replit Ghostwriter,"Employed, full-time"
